#frames_original_timestamp,frames_read_started,frames_read,frames_pushed,frontend_frames_received,frontend_preintegration_computed,frontend_pyramid_created,frontend_tracking_ended,frontend_recall_ended,frontend_detection_cam0_ended,frontend_matching_ended,frontend_detection_cami_ended,frontend_filter_ended,frontend_keypoints_pushed,backend_keypoints_received,backend_observations_processed,backend_cumulative_linearization_ended,backend_cumulative_solver_ended,backend_cumulative_backsubstitution_ended,backend_cumulative_error_computed,backend_optimization_ended,backend_marginalization_ended,backend_state_pushed,consumer_state_received
7467123815894,14842392471852,14842395590286,14842403012077,14842403024561,14842403148346,14842403948924,14842404766662,14842404793699,14842405496798,14842405703721,14842407592717,14842407600029,14842407600287,14842407676966,14842407865765,14842408781830,14842410869261,14842411362472,14842411836964,14842412508013,14842412843670,14842412873768,14842412886440
7467157104094,14842403018272,14842406122715,14842412891056,14842412900086,14842412985370,14842413589876,14842414364213,14842414387585,14842415088906,14842415378987,14842417179773,14842417187352,14842417187584,14842417262607,14842417447725,14842418527470,14842420604425,14842421146570,14842421678620,14842422398443,14842422748581,14842422778355,14842422791811
7467190400694,14842412896297,14842415934151,14842422796746,14842422804837,14842422877541,14842424135306,14842424903707,14842424936412,14842425688756,14842425867778,14842427853163,14842427860093,14842427860400,14842427945441,14842428722590,14842430199873,14842432434375,14842432912866,14842433462274,14842434263021,14842434687325,14842434910381,14842434926270
7467223705794,14842422872596,14842425908366,14842434941765,14842434954584,14842435026019,14842435674938,14842436483126,14842436512320,14842437179294,14842437371983,14842439389322,14842439396598,14842439396828,14842439470221,14842439665293,14842440687637,14842443246133,14842443792198,14842444325671,14842445034687,14842445412615,14842445448030,14842445463852
7467256971994,14842434948951,14842438013103,14842445477363,14842445488400,14842445560002,14842446194950,14842446942621,14842446972520,14842447709878,14842447897477,14842449944036,14842449950450,14842449950733,14842450038868,14842450240945,14842451241528,14842453347864,14842453858865,14842454362932,14842455060135,14842455509070,14842455549651,14842455560930
7467290268294,14842445482552,14842448530065,14842455564929,14842455574209,14842455680470,14842456373055,14842457222206,14842457244840,14842458071752,14842458276009,14842460208360,14842460215285,14842460215498,14842460323007,14842460593890,14842462193336,14842464431763,14842464826311,14842465298980,14842465998393,14842466391867,14842466422139,14842466436976
7467323577194,14842455570002,14842458662288,14842466510243,14842466515157,14842466572044,14842467890291,14842468653537,14842468702106,14842469595661,14842469790862,14842471658145,14842471665200,14842471665518,14842471741608,14842471965931,14842473468008,14842475707769,14842476142851,14842476544199,14842477311170,14842477729686,14842477765156,14842477779634
7467356840694,14842466513068,14842469563302,14842477785772,14842477797101,14842477872209,14842478484788,14842479300333,14842479342957,14842480244354,14842480459899,14842482477057,14842482484565,14842482484789,14842482564042,14842482794190,14842484402024,14842486551262,14842486967214,14842487451017,14842488188393,14842488577859,14842488597056,14842488612877
7467390137194,14842477791909,14842480803429,14842488619339,14842488631410,14842488705957,14842489342962,14842490211612,14842490236468,14842491103818,14842491339149,14842493315277,14842493323404,14842493323632,14842493399568,14842493548718,14842494634005,14842496602607,14842497222391,14842497714089,14842498431026,14842498758549,14842498786218,14842498798878
7467423431594,14842488625401,14842491632851,14842498803016,14842498812585,14842498891656,14842499654531,14842500325572,14842500393207,14842501185900,14842501378230,14842503317831,14842503323555,14842503323804,14842503431893,14842504311780,14842505637490,14842507668423,14842508070583,14842508464149,14842509204888,14842509547965,14842509724697,14842509737641
7467456709994,14842498808085,14842501814037,14842509751990,14842509762382,14842509830870,14842510535065,14842511270050,14842511364078,14842512207806,14842512443640,14842514558211,14842514563910,14842514564101,14842514638172,14842514797075,14842515887635,14842518016183,14842518535823,14842519001621,14842519770988,14842520135528,14842520168112,14842520183314
7467489999494,14842509757682,14842512760707,14842520190233,14842520202653,14842520281835,14842521438684,14842522174392,14842522221938,14842523845004,14842524110024,14842526000099,14842526010288,14842526010525,14842526085763,14842526251111,14842527729640,14842529955596,14842530425594,14842530886216,14842531689768,14842532065106,14842532101823,14842532115769
7467523287594,14842520196719,14842523187943,14842532122821,14842532136627,14842532210485,14842532883502,14842533585682,14842533636202,14842534855259,14842535086090,14842536869351,14842536876185,14842536876470,14842536957532,14842537136219,14842538619107,14842540764805,14842541254146,14842541717671,14842542524543,14842542871829,14842542891738,14842542906006
7467556578294,14842532129703,14842535119801,14842542912483,14842542924952,14842542998041,14842543787066,14842544418906,14842544490513,14842545569169,14842545781394,14842547484704,14842547491587,14842547491854,14842547573548,14842547728087,14842549086426,14842551251722,14842551651507,14842552035326,14842552747404,14842553082283,14842553105872,14842553121293
7467589866294,14842542919242,14842545903939,14842553127433,14842553139121,14842553274952,14842554098240,14842554772228,14842554894069,14842555860372,14842556220545,14842557984578,14842557991582,14842557991845,14842558085555,14842558243410,14842559422878,14842561721887,14842562263028,14842562674417,14842563474171,14842563831763,14842563851838,14842563865894
7467623155794,14842553133518,14842556172973,14842563872019,14842563884050,14842564016004,14842564903009,14842565562800,14842565603985,14842566532593,14842566752016,14842568342957,14842568349697,14842568349926,14842568430754,14842568605022,14842569748796,14842571939481,14842572398908,14842572785947,14842573608660,14842573973999,14842573985804,14842573999055
7467656445894,14842563877781,14842566935559,14842574013077,14842574029043,14842574093140,14842574754171,14842575543961,14842575607003,14842576545632,14842576853311,14842578545816,14842578553016,14842578553237,14842578627849,14842579272089,14842580756373,14842583610963,14842584116436,14842584560932,14842585413980,14842585776087,14842586019699,14842586033525
7467689735094,14842574019406,14842577055786,14842586049254,14842586062846,14842586149144,14842586871810,14842587680668,14842587731792,14842588593696,14842588811167,14842590488475,14842590496037,14842590496245,14842590621111,14842590808887,14842591786933,14842594045771,14842594534182,14842595010337,14842595833337,14842596203376,14842596231679,14842596247442
7467723023194,14842586055468,14842589118802,14842596254383,14842596266491,14842596334264,14842597678832,14842598460290,14842598512130,14842599432656,14842599618571,14842601086724,14842601093608,14842601093855,14842601211617,14842601399887,14842602969785,14842605359245,14842605816136,14842606224845,14842607014848,14842607787807,14842607826070,14842607840904
7467756314194,14842596261353,14842599367653,14842607848832,14842607864632,14842607935998,14842609237277,14842610005770,14842610064624,14842610882893,14842611122668,14842612674005,14842612682616,14842612682880,14842612763296,14842613503296,14842615018795,14842617376360,14842617963779,14842618398596,14842619185675,14842619594598,14842619617523,14842619633446
7467789603994,14842607855995,14842610965249,14842619642432,14842619655107,14842619731671,14842620393464,14842621119604,14842621193110,14842622130877,14842622331019,14842623946430,14842623953228,14842623953498,14842624033818,14842624221933,14842625729758,14842628016843,14842628452207,14842628796718,14842629515547,14842629876158,14842629903524,14842629918655
7467822899794,14842619649807,14842622726140,14842629925670,14842629938579,14842630036423,14842630751363,14842631721077,14842631783298,14842632651419,14842632870680,14842634474489,14842634481473,14842634481740,14842634560901,14842634730266,14842636024769,14842638264334,14842638792889,14842639152878,14842639921799,14842640258815,14842640285100,14842640300100
7467856199994,14842629932415,14842633023591,14842640305333,14842640315737,14842640415781,14842641100613,14842641800929,14842641847266,14842642697549,14842642899040,14842644478866,14842644487250,14842644487508,14842644563612,14842644732468,14842646164533,14842648368635,14842648866815,14842649239416,14842649932684,14842650269045,14842650291826,14842650305426
7467889470894,14842640310903,14842643475856,14842650310857,14842650321445,14842650414451,14842651695055,14842652477003,14842652542171,14842653362384,14842653635830,14842655214356,14842655221496,14842655221718,14842655302910,14842656058567,14842657864029,14842660344157,14842661061571,14842661529372,14842662439914,14842662830791,14842663061826,14842663077934
7467922768194,14842650316471,14842653448744,14842663168986,14842663174772,14842663231414,14842664027020,14842664850508,14842664909001,14842665741250,14842666045026,14842667571432,14842667579387,14842667579604,14842667661636,14842667839110,14842669242261,14842671586755,14842672167769,14842672536228,14842673328326,14842673709361,14842673747312,14842673760088
