#frames_original_timestamp,frames_read_started,frames_read,frames_pushed,frontend_frames_received,frontend_preintegration_computed,frontend_pyramid_created,frontend_tracking_ended,frontend_recall_ended,frontend_detection_cam0_ended,frontend_matching_ended,frontend_detection_cami_ended,frontend_filter_ended,frontend_keypoints_pushed,backend_keypoints_received,backend_observations_processed,backend_cumulative_linearization_ended,backend_cumulative_solver_ended,backend_cumulative_backsubstitution_ended,backend_cumulative_error_computed,backend_optimization_ended,backend_marginalization_ended,backend_state_pushed,consumer_state_received
9982396952408,14472753142740,14472765403058,14472767247451,14472767254471,14472767284759,14472770555129,14472771437820,14472771500317,14472773534009,14472773970650,14472775732005,14472775742027,14472775742348,14472775828839,14472776036794,14472777208374,14472778985124,14472779319677,14472779735148,14472780183923,14472780450547,14472780467373,14472780470895
9982415459408,14472767250416,14472777063882,14472780472836,14472780585950,14472780645719,14472784674153,14472785530229,14472785559485,14472787703492,14472788130024,14472790130209,14472790138014,14472790138263,14472790242408,14472791798392,14472793079989,14472795137616,14472795518678,14472795992865,14472796554438,14472796912717,14472797124019,14472797131941
9982433968408,14472780476098,14472790281394,14472797136952,14472797142013,14472797169807,14472800087726,14472800975003,14472801036233,14472803079139,14472803533284,14472805487996,14472805499318,14472805499623,14472805514330,14472805666739,14472806839045,14472808775032,14472809098696,14472809529672,14472809950265,14472810216543,14472810233895,14472810239496
9982452475408,14472797140000,14472808602428,14472810242210,14472810247822,14472810272947,14472814265638,14472814950563,14472815041037,14472817110112,14472817604989,14472819584920,14472819591584,14472819591924,14472819697543,14472819890775,14472821125669,14472823364695,14472823744106,14472824133526,14472824634329,14472825164306,14472825235835,14472825323423
9982470979408,14472810245127,14472819973669,14472825329907,14472825339121,14472825365475,14472828642381,14472829433659,14472829530620,14472831505265,14472832039325,14472834074327,14472834081473,14472834081748,14472834171392,14472834346867,14472835662660,14472837541162,14472837905522,14472838343726,14472838844151,14472839173164,14472839191514,14472839198377
9982489487408,14472825340265,14472835338209,14472839201158,14472839206646,14472839234251,14472842410970,14472843242833,14472843362389,14472845506077,14472846026546,14472847791950,14472847799699,14472847799961,14472847929385,14472848164609,14472849508218,14472852080578,14472852429706,14472852897244,14472853397403,14472853758642,14472853781703,14472853787263
9982507993408,14472839204001,14472848919162,14472853789602,14472853881167,14472853947540,14472857250716,14472858249912,14472858361063,14472860549120,14472861004871,14472862755034,14472862762299,14472862762533,14472862892379,14472863146629,14472864425679,14472866484735,14472866819184,14472867259875,14472867800103,14472868201176,14472868223652,14472868230933
9982526501408,14472853792060,14472863470112,14472868233856,14472868239538,14472868269017,14472872364377,14472873212499,14472873313305,14472875390018,14472875861155,14472877928021,14472877938991,14472877939249,14472878052235,14472878296491,14472879903453,14472882075785,14472882464980,14472882902116,14472883508047,14472883942572,14472883968893,14472883984054
9982545008408,14472868237497,14472878041561,14472883989978,14472883996070,14472884029589,14472887292310,14472888277205,14472888368750,14472890284396,14472890790003,14472892752703,14472892759538,14472892760003,14472892870451,14472893188220,14472894185842,14472895951993,14472896261187,14472896658553,14472897049568,14472897295715,14472897451301,14472899151053
9982563515408,14472883996653,14472899144183,14472899156520,14472899285588,14472899366693,14472903239379,14472904114137,14472904199499,14472906200675,14472906641765,14472908746029,14472908753079,14472908753343,14472908850685,14472909036311,14472910218082,14472912015067,14472912370421,14472912754038,14472913220883,14472913526088,14472913548243,14472913552986
9982582020408,14472899160771,14472908769554,14472913555907,14472913662911,14472913721207,14472917516440,14472918285941,14472918350091,14472920273989,14472920668561,14472922690411,14472922697399,14472922697689,14472922712326,14472922892131,14472924283064,14472926253716,14472926646517,14472927058793,14472927572916,14472928291417,14472928351146,14472928356755
9982600529408,14472913558288,14472923193889,14472928360503,14472928365446,14472928391335,14472932285483,14472933055855,14472933147048,14472935215426,14472935634639,14472937608444,14472937620997,14472937621319,14472937750583,14472938774057,14472940269013,14472942292933,14472942640028,14472943094410,14472943581776,14472943943530,14472943965514,14472943971429
9982619036408,14472928363789,14472938019562,14472943974026,14472944081805,14472944142361,14472947512199,14472948505134,14472948584443,14472951333895,14472951776372,14472953715069,14472953725613,14472953725883,14472953742652,14472954022787,14472955396646,14472957324161,14472957630727,14472958007575,14472958547640,14472958908774,14472958933580,14472958940420
9982637546408,14472944003972,14472953771918,14472958942900,14472958947368,14472958973722,14472962916034,14472963719901,14472963791905,14472965896922,14472966479895,14472968540254,14472968550112,14472968550376,14472968651147,14472968952757,14472970304355,14472972415562,14472972756529,14472973265839,14472973968993,14472974373312,14472974395838,14472974402128
9982656051408,14472958946266,14472968717021,14472974404978,14472974411050,14472974439209,14472978207043,14472978994697,14472979073727,14472981121495,14472981538711,14472983524210,14472983531641,14472983531875,14472983635387,14472983856684,14472984440965,14472985264661,14472985412768,14472985646790,14472986113231,14472986539156,14472986568862,14472994791453
9982674557408,14472974410242,14472994785209,14472994794950,14472994923443,14472994983611,14473002873751,14473003966489,14473004043249,14473007264737,14473007949737,14473010723031,14473010732058,14473010732357,14473010843397,14473011494970,14473013581842,14473016246928,14473016877321,14473017701532,14473018559237,14473019082902,14473019350281,14473019358106
9982693064408,14472994798233,14473004620134,14473019364112,14473019371248,14473019407002,14473022724206,14473023707527,14473023788186,14473026386857,14473026792534,14473028851140,14473028863255,14473028863527,14473028968037,14473029201258,14473029872987,14473030721957,14473030947294,14473031207736,14473031678060,14473032133701,14473032172916,14473032283598
9982711572408,14473019368690,14473030056581,14473032291348,14473032303026,14473032335397,14473035414785,14473036259807,14473036318455,14473038342825,14473038833972,14473040903477,14473040912012,14473040912282,14473041073458,14473041303308,14473042978785,14473045162547,14473045535743,14473046021476,14473046609225,14473047357271,14473047419638,14473047425030
9982730077408,14473032302873,14473042031079,14473047429280,14473047435163,14473047463611,14473051463534,14473052362747,14473052402371,14473054509362,14473054934262,14473056949602,14473056957224,14473056957529,14473057063098,14473057296822,14473058961000,14473061101356,14473061487118,14473061915589,14473062498493,14473062926894,14473062956657,14473067043915
