#frames_original_timestamp,frames_read_started,frames_read,frames_pushed,frontend_frames_received,frontend_preintegration_computed,frontend_pyramid_created,frontend_tracking_ended,frontend_recall_ended,frontend_detection_cam0_ended,frontend_matching_ended,frontend_detection_cami_ended,frontend_filter_ended,frontend_keypoints_pushed,backend_keypoints_received,backend_observations_processed,backend_cumulative_linearization_ended,backend_cumulative_solver_ended,backend_cumulative_backsubstitution_ended,backend_cumulative_error_computed,backend_optimization_ended,backend_marginalization_ended,backend_state_pushed,consumer_state_received
9922859995408,18027234410087,18027242704767,18027244990563,18027244999772,18027245064085,18027248128103,18027248839964,18027248841606,18027250919713,18027251244073,18027254543788,18027254552705,18027254553059,18027254602042,18027254750042,18027255041571,18027255343191,18027255391853,18027255454229,18027255780979,18027256142448,18027256157629,18027256172804
9922878503408,18027244994659,18027253349481,18027256179890,18027256192489,18027256258242,18027257885727,18027258466285,18027258468075,18027260468126,18027260780262,18027263748573,18027263758604,18027263758949,18027263817971,18027263983680,18027264284874,18027264677972,18027264734312,18027264820897,18027265122791,18027265404632,18027265420099,18027265524706
9922897008408,18027256186347,18027264577833,18027265530437,18027265547112,18027265613030,18027267877731,18027268631106,18027268634124,18027270517919,18027270868183,18027273866082,18027273875978,18027273876272,18027273929175,18027274081674,18027274280585,18027274585601,18027274640513,18027274706966,18027274992894,18027275258392,18027275273435,18027275362093
9922915514408,18027265539272,18027274102241,18027275365066,18027275444205,18027275473952,18027277253986,18027278015057,18027278017994,18027279760366,18027280060279,18027283342734,18027283352371,18027283352713,18027283408006,18027283572411,18027284320440,18027285368859,18027285532415,18027285760770,18027286130170,18027286310473,18027286324397,18027286347636
9922934021408,18027275369594,18027283923096,18027286350938,18027286407235,18027286449211,18027289531110,18027290313159,18027290315975,18027292073069,18027292398722,18027295662169,18027295674842,18027295675151,18027295757285,18027296716272,18027297134927,18027297804259,18027297968620,18027298184346,18027298685469,18027299061189,18027299108025,18027303350331
9922952529408,18027286353334,18027303343194,18027303352668,18027303488824,18027303552072,18027306568715,18027307559825,18027307563090,18027309223597,18027309545893,18027312862039,18027312871966,18027312872305,18027312952554,18027313172556,18027313559303,18027314131850,18027314336245,18027314554298,18027315114504,18027315534231,18027315580361,18027315594727
9922971036408,18027303356676,18027312254245,18027315599152,18027315660771,18027315702014,18027318659393,18027319411471,18027319414821,18027321115437,18027321355609,18027324535902,18027324545931,18027324546237,18027324600349,18027324792801,18027325214184,18027325812793,18027325931667,18027326066471,18027326465091,18027326771818,18027326808580,18027326819983
9922989542408,18027315603664,18027324053273,18027326824481,18027326834830,18027326902391,18027329888850,18027330645389,18027330648189,18027332422483,18027332718405,18027335951993,18027335962245,18027335962321,18027336013622,18027336184028,18027336606616,18027336977911,18027337057626,18027337163122,18027337607654,18027337943510,18027337987739,18027338004354
9923008052408,18027326829272,18027335285862,18027338008694,18027338080769,18027338115812,18027339676923,18027340585534,18027340588870,18027342318074,18027342650167,18027345833739,18027345842815,18027345842906,18027345915810,18027346095110,18027346466341,18027347028705,18027347168507,18027347465415,18027347965347,18027348327809,18027348371844,18027348385478
9923026559408,18027338013072,18027346431850,18027348390188,18027348453630,18027348491060,18027351514631,18027352411591,18027352414453,18027354171396,18027354491710,18027357670238,18027357681066,18027357681385,18027357743718,18027357949130,18027358662656,18027359989324,18027360334065,18027360752430,18027361346757,18027361723281,18027361756675,18027361769140
9923045063408,18027348394659,18027356812112,18027361864599,18027361876341,18027361940586,18027364917852,18027365648703,18027365651909,18027367522370,18027367903544,18027370959824,18027370972432,18027370972946,18027371025554,18027371187229,18027372136529,18027373296476,18027373632415,18027374104803,18027374684583,18027375106116,18027375126204,18027375140528
9923063569408,18027361867894,18027370293370,18027375149244,18027375292776,18027375323818,18027377233711,18027378082986,18027378085891,18027379923763,18027380255999,18027383415303,18027383427595,18027383427962,18027383486724,18027384326541,18027385310901,18027386774614,18027387261518,18027387806977,18027388513256,18027389046074,18027389108914,18027389121985
9923082081408,18027375157773,18027383641858,18027389127071,18027389138680,18027389207730,18027390946264,18027391773411,18027391776694,18027393585013,18027393861109,18027396977167,18027396988253,18027396988540,18027397093114,18027397303010,18027397855545,18027398798392,18027399155336,18027399560429,18027400084185,18027400501900,18027400555298,18027400569756
