#t_ns,in_ts
7669888561715,1446726853563
7669921856015,1446732245362
7669955139515,1446736675634
7669988430115,1446743714646
7670021726915,1446752937690
7670055008015,1446762819068
7670088298215,1446773885073
7670121622415,1446788309147
7670154876515,1446803436475
7670188166415,1446815019493
7670221460715,1446830249737
7670254745415,1446844028153
7670288047815,1446859176847
7670321322715,1446873492286
7670354628015,1446887180368
7670387903615,1446898504299
7670421190915,1446914667385
7670454481015,1446929478403
7670487771015,1446948724851
7670521060215,1446965183869
7670554349315,1446980039238
7670587637915,1446993901795
7670620928215,1447008459088
7670654220015,1447024493825
7670687506015,1447037300275
7670720796515,1447052986705
7670754141715,1447068431920
7670787374215,1447083127767
7670820664715,1447096385374
7670853960315,1447108875722
7670887243115,1447118524796
7670920532215,1447127438174
7670953827315,1447137342594
7670987112615,1447151680408
7671020399815,1447162253289
7671053689215,1447172761098
7671086979515,1447184128841
7671120274415,1447193875698
7671153557315,1447208147196
7671186847315,1447221239611
7671220137315,1447234855545
7671253426915,1447252834159
7671286714915,1447271923790
7671320004315,1447294051323
7671353295315,1447317282729
7671386585715,1447341383356
7671419872315,1447362069309
7671453162315,1447390056446
7671486460915,1447422574223
7671519740215,1447454896163
7671553030915,1447485671018
7671586333215,1447518163754
7671619631815,1447551863828
7671652899215,1447587106897
7671686193715,1447616192847
7671719494615,1447650281769
7671752766215,1447683400867
7671786055115,1447707788735
7671819346015,1447740143956
7671852635315,1447774501291
7671885924015,1447795855162
7671919213615,1447828132254
7671952504315,1447862956151
7671985791615,1447899744777
7672019082515,1447930798275
7672052370415,1447957487628
7672085717815,1447985360625
7672118952315,1448011638874
7672152238415,1448039899234
7672185529115,1448068973209
7672218826115,1448099166002
7672252119915,1448121421644
7672285397215,1448147167719
7672318692515,1448173960309
7672351975515,1448200974890
7672385265715,1448226573091
7672418592115,1448249638202
7672451844315,1448280262091
7672485134015,1448305584398
7672518422015,1448330465699
7672551712215,1448354293110
7672585002615,1448378510659
7672618289915,1448401747570
7672651580115,1448424739926
7672684870015,1448440671317
7672718158315,1448469543254
7672751448615,1448495565361
7672784736915,1448524035086
7672818027515,1448551936137
7672851321015,1448575997842
7672884605215,1448599813736
7672917895515,1448620990782
7672951211815,1448641655291
7672984473615,1448665217669
7673017763615,1448685448137
7673051070315,1448705638171
7673084341115,1448725214461
7673117631515,1448742106083
7673150958915,1448753183449
7673184210515,1448770928725
7673217499915,1448793446389
7673250788415,1448811854964
7673284078915,1448830060892
7673317367115,1448847561101
7673350656415,1448863690444
7673383950615,1448879449114
7673417269415,1448895167420
7673450524415,1448913639230
7673483814615,1448932155346
7673517104415,1448949584072
7673550396615,1448969994243
7673583685615,1448992100697
7673616971815,1449012557332
7673650262715,1449036087621
7673683555915,1449056116669
7673716839315,1449076083589
7673750130015,1449098884221
7673783425015,1449120901457
7673816707815,1449141372033
7673849998015,1449159325443
7673883294215,1449174520678
7673916576715,1449189842079
7673949866515,1449206533209
7673983154815,1449222628130
7674016445515,1449239032461
7674049733215,1449257403709
7674083022715,1449268182428
7674116313515,1449285884168
7674149619715,1449306507999
7674182890715,1449324234766
7674216181115,1449340340043
7674249472015,1449356537510
7674282759015,1449373225815
7674316052015,1449390151914
7674349337615,1449407037533
7674382650115,1449423642022
7674415922015,1449440842965
7674449206215,1449458125169
7674482496615,1449476044683
7674515792215,1449494767016
7674549074215,1449512372170
7674582364615,1449529100322
7674615662015,1449551992542
7674648942215,1449569270353
7674682232715,1449586705023
7674715521515,1449603361200
7674748810815,1449619235976
7674782099715,1449631996573
7674815389615,1449647921766
7674848679815,1449662661640
7674881969915,1449676444648
7674915257415,1449693250428
7674948547415,1449709071917
7674981838015,1449723267056
7675015125715,1449741831126
7675048417915,1449759498234
7675081704315,1449778031679
7675114994815,1449797266852
7675148289515,1449814673803
7675181572415,1449832688602
7675214863215,1449850494328
7675248157815,1449862380568
7675281444415,1449878643839
7675314730615,1449896701259
7675348027515,1449917958737
7675381308615,1449937112963
7675414599515,1449952894192
7675447888715,1449967800200
7675481177815,1449986900265
7675514467915,1450003726107
7675547755815,1450021035941
7675581046215,1450041228103
7675614334515,1450059042467
7675647623915,1450078401348
7675680914315,1450097159600
7675714237515,1450113143796
7675747491815,1450134776530
7675780784515,1450153647380
7675814072015,1450170204935
7675847361115,1450186908272
7675880656715,1450204712025
7675913939015,1450222742782
7675947234415,1450242287208
7675980522715,1450264104452
7676013806615,1450289397120
7676047097315,1450308447230
7676080394215,1450326407049
7676113675015,1450343790744
7676146965515,1450360156407
7676180256215,1450380096321
7676213544815,1450402234238
7676246833715,1450418559140
7676280122115,1450436100357
7676313412815,1450453655989
7676346701015,1450473729693
7676379989915,1450499114974
7676413280515,1450518341956
7676446569715,1450536828325
7676479858115,1450551161805
7676513151015,1450567699456
7676546438315,1450583425061
7676579732015,1450602552144
7676613022915,1450617143277
7676646305315,1450630831448
7676679595315,1450644288993
7676712889315,1450656782387
7676746173315,1450670357375
7676779463815,1450684605030
7676812759915,1450698445502
7676846041415,1450711444564
7676879331515,1450726178152
7676912622115,1450739442897
7676945909815,1450753386417
7676979199915,1450766537503
7677012488315,1450779523177
7677045804515,1450794313312
7677079067515,1450811263095
7677112356415,1450828533967
7677145647115,1450843969814
7677178939815,1450868223293
7677212224715,1450889774370
7677245517115,1450909211066
7677278805715,1450928673450
7677312092815,1450948899429
7677345388615,1450968352386
7677378671815,1450981618372
7677411961815,1450996267662
7677445256915,1451014629132
7677478540115,1451031379318
7677511830315,1451046787323
7677545127715,1451062416390
7677578408115,1451079129815
7677611697715,1451096699678
7677644988715,1451115756266
7677678276115,1451135154116
7677711566415,1451153521716
7677744855915,1451172071923
7677778144815,1451198010487
7677811434815,1451221329201
7677844722515,1451238610608
7677878013815,1451256435201
7677911316515,1451272937096
7677944591315,1451300835982
7677977883515,1451329491221
7678011178215,1451358409234
7678044459415,1451381108852
7678077755015,1451402132627
7678111039415,1451422737724
7678144328515,1451437713167
7678177623315,1451460073098
7678210905715,1451482064813
7678244196715,1451511446215
7678277490815,1451527452090
7678310774615,1451547494802
7678344064415,1451567490714
7678377409915,1451587975650
7678410643715,1451613942742
7678443932615,1451640556645
7678477222115,1451667964507
7678510511615,1451694856430
7678543801015,1451720392679
7678577089315,1451743758840
7678610381015,1451766456184
7678643668315,1451791456797
7678676958015,1451817222672
7678710249315,1451837392228
7678743536815,1451856517234
7678776825315,1451880502846
7678810121715,1451904140810
7678843405515,1451924512273
7678876695315,1451944574103
7678909990015,1451962100043
7678943272315,1451981477930
7678976563415,1452002504013
7679009857215,1452016618625
7679043140715,1452039511355
7679076444815,1452064194201
7679109720615,1452082438946
7679143008815,1452101162219
7679176298715,1452123113554
7679209594215,1452143106455
7679242899315,1452172879030
7679276167515,1452201516987
7679309455815,1452233286268
7679342757815,1452257428260
7679376034415,1452278709756
7679409324015,1452298853918
7679442615715,1452319057184
7679475903815,1452342778400
7679509191915,1452365366000
7679542488615,1452386336824
7679575772515,1452408072107
7679609060215,1452428942817
7679642356015,1452452678485
7679675638715,1452474865490
7679708986815,1452497526745
7679742224215,1452518472984
7679775507215,1452539522279
7679808797415,1452562633874
7679842101815,1452583721409
7679875375315,1452604233272
7679908665615,1452630209459
7679941955215,1452649310524
7679975243415,1452672640221
7680008533315,1452697144904
7680041823615,1452720852298
7680075112415,1452742546651
7680108402515,1452763394798
7680141690215,1452784582116
7680174982215,1452806534342
7680208270515,1452831566476
7680241558515,1452846880556
7680274854115,1452867927452
7680308138915,1452888664232
7680341426315,1452909905154
7680374722815,1452931898481
7680408008815,1452955453070
7680441295215,1452976796693
7680474591315,1453003222931
7680507873415,1453025416454
7680541163715,1453045438335
7680574480815,1453065437314
7680607741815,1453084840408
7680641031815,1453098667829
7680674340715,1453117125004
7680707609615,1453136121208
7680740899615,1453154486147
7680774189715,1453172802627
7680807478115,1453190127450
7680840767915,1453208610391
7680874056715,1453226540046
7680907348715,1453244042563
7680940635715,1453262160680
7680973941315,1453284419053
7681007220815,1453305245772
7681040537615,1453325613101
7681073792415,1453345655433
7681107089315,1453367158339
7681140372715,1453388950609
7681173663315,1453410626712
7681206958115,1453430436576
7681240239515,1453454178754
7681273531515,1453477598428
7681306818315,1453498634803
7681340107915,1453519564655
7681373398415,1453544272938
7681406687715,1453568257244
7681439976015,1453594581009
7681473265915,1453615446780
7681506556115,1453635691672
7681539844815,1453656489781
7681573134715,1453675941830
7681606423015,1453695730177
7681639715115,1453716511287
7681673001715,1453739516076
7681706290915,1453759575950
7681739590815,1453779581965
7681772871815,1453800707597
7681806158915,1453826203710
7681839455715,1453849697952
7681872740015,1453865508085
7681906027015,1453887572833
7681939324015,1453908177752
7681972615815,1453927454050
7682005925715,1453947453399
7682039184715,1453966317657
7682072474315,1453980915559
7682105764715,1454005382996
7682139054215,1454028010052
7682172342515,1454047554939
7682205632415,1454066521621
7682238923615,1454086097194
7682272210515,1454105447173
7682305500715,1454124101584
7682338789615,1454143300255
7682372080315,1454162757153
7682405369015,1454186138154
7682438657415,1454205240453
7682471954215,1454224817590
7682505240915,1454244154470
7682538525615,1454263125950
7682571821515,1454283501895
7682605106115,1454301910788
7682638393715,1454320407510
7682671690315,1454339924253
7682704980715,1454363633486
7682738263015,1454388074901
7682771552515,1454406857248
7682804840715,1454429440600
7682838131115,1454449398188
7682871420115,1454471090634
7682904708915,1454497433887
7682937998915,1454520874820
7682971288515,1454539101081
7683004577515,1454556550535
7683037867115,1454578819483
7683071157215,1454598193036
7683104447515,1454625395555
7683137735415,1454641639542
7683171023815,1454659350519
7683204320515,1454682197411
7683237603015,1454704038853
7683270892315,1454722779511
7683304188215,1454742703065
7683337508815,1454762743044
7683370759915,1454784989943
7683404056715,1454807589506
7683437340315,1454829219154
7683470629415,1454844194769
7683503918715,1454866669209
7683537206815,1454885546603
7683570498315,1454906823314
7683603785515,1454931707286
7683637075415,1454954556782
7683670365715,1454973369626
7683703656415,1454996842036
7683736943515,1455019903732
7683770234015,1455042593559
7683803524115,1455056066048
7683836816715,1455085475048
7683870102015,1455108860407
7683903390215,1455133092987
7683936688515,1455155379027
7683969969115,1455177943568
7684003258115,1455202909654
7684036554615,1455227949494
7684069838415,1455252226125
7684103126315,1455282165482
7684136423315,1455308376720
7684169707115,1455332780215
7684203003715,1455358234036
7684236284915,1455386083053
7684269573715,1455409933771
7684302863415,1455433769323
7684336152515,1455457482184
7684369441315,1455483012181
7684402732115,1455508060347
7684436023115,1455532055857
7684469309515,1455556078002
7684502600215,1455583520038
7684535890515,1455610361278
7684569178515,1455634951269
7684602468315,1455664231906
7684635756915,1455692093336
7684669080515,1455717992593
7684702334615,1455742360150
7684735624615,1455765908229
7684768921215,1455791396486
7684802204815,1455815117312
7684835493015,1455842279289
7684868789015,1455877749749
7684902075215,1455893892333
7684935361315,1455917611425
7684968655015,1455941733859
7685001953315,1455963783734
7685035229815,1455985955819
7685068519415,1456010630498
7685101807715,1456033929685
7685135098315,1456057421222
7685168391915,1456079780342
7685201675815,1456107851393
7685234966515,1456131593753
7685268256615,1456154293846
7685301544715,1456175677472
7685334835015,1456197715878
7685368123215,1456219905093
7685401419015,1456241973738
7685434703115,1456265515030
7685467990915,1456288389996
7685501287615,1456310489020
7685534588515,1456332340092
7685567859215,1456355393383
7685601155915,1456375889451
7685634449415,1456397985743
7685667727415,1456419913985
7685701021315,1456442157789
7685734307315,1456463177345
7685767596215,1456486108451
7685800886715,1456509823411
7685834174215,1456539330143
7685867464715,1456564837087
7685900753115,1456587829543
7685934054215,1456610064735
7685967333015,1456631498620
7686000658515,1456652519773
7686033910715,1456675112998
7686067200715,1456699135546
7686100490915,1456720720443
7686133786415,1456743754244
7686167069015,1456767656824
7686200357715,1456790803024
7686233655015,1456820275310
7686266936015,1456847365796
7686300225515,1456871369610
7686333522315,1456892714661
7686366805115,1456913994791
7686400094115,1456935670883
7686433387315,1456954570173
7686466673815,1456979657007
7686499963715,1457008854996
7686533252415,1457034689263
7686566540515,1457062179014
7686599832115,1457087171779
7686633119715,1457112319372
7686666408815,1457135199856
7686699702615,1457157290717
7686732988115,1457179411161
7686766276915,1457201592374
7686799567515,1457224416170
7686832859915,1457246941348
7686866174415,1457272449171
7686899435715,1457293567686
7686932724115,1457314879824
7686966028915,1457336407540
7686999302515,1457357805179
7687032592215,1457378106590
7687065888915,1457398809391
7687099171615,1457420183447
7687132460515,1457444556430
7687165753615,1457468680878
7687199041015,1457491639786
7687232328215,1457512028132
7687265618915,1457534067707
7687298907215,1457556636819
7687332228815,1457578375268
7687365485915,1457600393250
7687398775315,1457623433973
7687432065615,1457646717366
7687465356215,1457666306850
7687498643315,1457688418125
7687531933815,1457714533852
7687565223315,1457743808535
7687598516515,1457761646442
7687631801515,1457785965187
7687665091415,1457811802598
7687698386115,1457835761403
7687731670615,1457861255059
7687764958315,1457885898422
7687798255215,1457910223759
7687831538415,1457934781047
7687864826815,1457953214446
7687898119915,1457977344141
7687931406615,1458005679085
7687964694415,1458031628868
7687997985615,1458056430164
7688031291615,1458084067868
7688064563715,1458110363294
7688097853615,1458134465677
7688131141615,1458158481648
7688164432015,1458184623963
7688197748515,1458208769486
7688231015015,1458232800873
7688264300315,1458256665532
7688297608615,1458280439111
7688330882415,1458303156639
7688364168215,1458325701151
7688397458015,1458349750390
7688430753415,1458377152557
7688464036315,1458402823415
7688497324515,1458428375161
7688530621815,1458448898242
7688563903215,1458471103511
7688597196215,1458491347115
7688630489815,1458522527924
7688663772215,1458550396969
7688697060615,1458577319065
7688730350915,1458603498202
7688763640815,1458620111330
7688796930715,1458646563163
7688830219315,1458675295376
7688863508015,1458706853220
7688896799015,1458739220268
7688930086615,1458766062466
7688963376115,1458791715507
7688996666615,1458817570006
7689029955615,1458844510483
7689063249015,1458871572430
7689096534315,1458899798353
7689129824215,1458928457752
7689163119215,1458957566688
7689196402415,1458984763879
7689229691015,1459011492223
7689262988215,1459040851967
7689296270115,1459071634521
7689329559115,1459098291708
7689362855815,1459125306113
7689396140415,1459150720605
7689429428015,1459176302383
7689462718015,1459201198661
7689496008215,1459226196907
7689529295615,1459250889968
7689562586015,1459277120689
7689595897515,1459304926529
7689629196815,1459332957803
7689662452915,1459360504398
7689695743015,1459385912415
7689729033315,1459414549754
7689762321915,1459439455977
7689795616115,1459465592251
7689828901515,1459492890776
7689862191415,1459519567788
7689895484315,1459546472562
7689928768915,1459580022499
7689962057415,1459607785719
7689995353715,1459635169556
7690028637215,1459662151877
7690061925815,1459688230193
7690095222515,1459720435856
7690128506115,1459750059310
7690161793615,1459783485551
7690195084215,1459811622695
7690228374615,1459837530321
7690261661615,1459867261416
7690294951715,1459898634885
7690328263615,1459924090122
7690361531415,1459947482811
7690394820615,1459974645561
7690428108915,1460002651888
7690461399515,1460028419203
7690494694315,1460053317866
7690527982015,1460077095378
7690561267015,1460100429301
7690594557215,1460124732642
7690627850815,1460147235272
7690661135515,1460168581829
7690694425215,1460188838061
7690727720515,1460209260648
7690761003515,1460232039653
7690794291815,1460255831689
7690827589215,1460284881722
7690860871015,1460311759022
7690894160215,1460338627140
7690927450715,1460363444386
7690960763015,1460388742016
7690994028315,1460417345780
7691027318415,1460442414266
7691060608015,1460466065781
7691093897215,1460489922161
7691127187115,1460514460501
7691160475215,1460538646092
7691193766315,1460560357045
7691227054115,1460588722228
7691260354815,1460608383944
7691293633515,1460634018777
7691326924315,1460658434943
7691360217115,1460680262000
7691393502215,1460700991417
7691426792615,1460722201078
7691460088115,1460740968759
7691493369915,1460759499772
7691526658115,1460778099364
7691559956015,1460796918791
